lines_of_code,cyclomatic_complexity,number_of_functions,number_of_classes,depth_of_inheritance,coupling_between_objects,lack_of_cohesion,number_of_parameters,number_of_variables,number_of_comments,code_duplication,test_coverage,code_churn,developer_experience,module_age_days,has_bug,module_name
484,9,23,4,2,13,1,6,15,47,0.2610473392844694,0.7970897679041538,14,7.022286349252311,349,0,module_492
521,9,15,5,3,9,3,6,23,44,0.20023768545108905,0.466875165847501,16,6.977640874920734,403,0,module_493
527,6,16,7,1,10,3,4,12,55,0.055502922783297604,0.4457308083018335,16,5.879143435270108,393,0,module_494
514,17,16,4,2,4,3,11,11,60,0.09868627940464461,0.7924309404912318,14,7.716347810179949,373,1,module_495
513,11,11,3,1,8,3,6,17,48,0.04081819515260097,0.9164168449738344,23,1.3228956674198176,349,1,module_496
508,10,20,1,2,4,4,3,16,52,0.2321846006792799,0.352511677835484,15,9.617621387007755,370,0,module_497
474,7,21,5,1,6,4,0,13,58,0.2955752174087249,0.6121354146806789,20,2.998865871364181,368,0,module_498
529,9,15,8,1,11,3,8,18,44,0.16391349796980348,0.7250226542303054,11,2.0940577182256908,370,1,module_499
524,6,21,5,4,5,3,1,15,60,0.19675932423446782,0.7733937500824475,22,9.470224386477383,348,0,module_500
489,7,24,5,3,11,4,6,14,54,0.223827770440091,0.9973371386623802,11,8.473932247254249,347,0,module_501
475,7,14,3,3,7,3,2,13,50,0.06727773072914713,0.7778843722217045,24,7.8838337736251205,351,0,module_502
524,13,23,3,1,12,2,3,18,38,0.10080037429003026,0.7341078790980078,17,1.9427113804508345,371,1,module_503
507,11,23,6,1,5,3,7,12,56,0.12369636339727041,0.9928139066163013,20,8.267762923085492,344,0,module_504
508,9,16,5,3,3,3,4,21,55,0.17837649364364164,0.34246769826472867,21,6.481211707088044,381,0,module_505
509,9,16,7,5,8,2,3,18,38,0.2551477734446327,0.3521058273071688,20,7.587177499106605,363,0,module_506
520,10,23,6,1,9,3,9,18,58,0.07626106337697183,0.6924777684968589,22,9.802632518365533,378,1,module_507
518,13,28,8,5,6,3,2,17,47,0.14126664021833668,0.5510652300447136,13,2.749970594062002,339,1,module_508
561,12,17,8,1,5,4,2,24,34,0.2254601733614135,0.36768825962293916,27,5.539437647366771,353,1,module_509
509,7,19,8,2,5,7,3,12,45,0.02621549985138729,0.5145142272649534,12,7.780167518132035,373,0,module_510
512,13,20,9,2,9,3,3,20,47,0.15386803749785355,0.7720481411853508,12,4.902907156945284,362,1,module_511
487,12,19,5,1,7,4,3,15,51,0.04331391100971751,0.9164304745806411,20,1.4918777462638761,354,1,module_512
457,10,15,3,2,6,3,6,15,59,0.1617446690182048,0.36602713365958794,21,2.0029500898796906,369,1,module_513
490,5,18,4,2,9,4,6,13,58,0.23034682839463103,0.6781015437388729,22,6.418827752910604,363,0,module_514
517,15,24,5,2,10,4,10,18,42,0.07108422331348192,0.5072808953574953,22,3.565037317516809,378,1,module_515
518,8,15,6,2,6,2,2,16,50,0.25484353364541146,0.7671283143056644,19,2.2405658257233405,361,0,module_516
499,10,13,7,3,8,3,3,9,57,0.10044123302452501,0.6846160461202548,18,4.059027977721242,329,1,module_517
512,13,24,4,0,6,3,1,20,60,0.05723545906733104,0.9486977042155256,12,2.80882838840307,355,1,module_518
495,10,21,6,4,3,1,3,9,44,0.1395970185212556,0.32637872086492165,20,1.2154551991729696,349,1,module_519
475,13,21,13,1,11,1,3,11,59,0.2628225246315616,0.6290260924580989,26,2.366325897104495,335,1,module_520
513,13,18,3,0,5,2,5,11,40,0.020679918352230875,0.43493168874549626,26,8.947701648259052,356,0,module_521
462,8,22,7,1,7,2,3,15,48,0.0982714398649936,0.6757471960649719,16,1.1083355425244448,352,0,module_522
510,10,28,7,0,13,4,3,17,48,0.19594895069073395,0.89750554084679,24,7.964652732346861,382,1,module_523
551,3,21,2,1,7,2,2,13,58,0.10727426060867563,0.937921569450241,22,7.781149952844252,365,0,module_524
496,10,24,5,1,5,2,3,15,49,0.021247198419784674,0.5787621642520413,15,6.078139195230904,381,0,module_525
495,14,15,2,2,5,3,2,12,58,0.09959969063414212,0.868246366286078,23,2.8760298913753357,399,1,module_526
493,7,23,4,2,3,2,7,12,47,0.24628781584095907,0.4963556523078538,20,8.902533018702085,367,0,module_527
533,12,19,3,0,5,1,2,12,54,0.29041125675150775,0.30441346242342643,20,5.2756801191454885,380,1,module_528
480,11,18,3,2,9,3,7,17,44,0.011933759219315521,0.8986673402660781,19,2.5588560614296187,333,1,module_529
510,6,19,1,2,7,2,5,19,51,0.17078514529052077,0.38358856968463023,18,4.8612033324030355,337,0,module_530
528,13,22,7,3,10,2,5,22,52,0.03159102990805442,0.3123277863540639,22,2.754255049698274,355,1,module_531
567,12,25,4,5,6,2,2,21,50,0.20411895874680178,0.547658364357564,26,4.384070570169321,333,1,module_532
529,13,14,9,2,10,5,1,18,37,0.002367667802415285,0.5655659927374701,21,5.470189939091083,375,1,module_533
519,12,25,4,1,11,2,6,13,50,0.004422487712211975,0.35405411954059074,17,4.23910800731845,347,1,module_534
518,16,17,6,2,8,2,5,16,51,0.23306394792917218,0.8699278525391296,22,6.91339846665431,372,1,module_535
471,4,18,3,0,11,3,4,15,65,0.022330596809189338,0.5839149111458334,19,9.423260236795945,372,0,module_536
539,13,11,8,5,7,3,5,12,37,0.09155450228611926,0.642946529638716,18,4.133344128822671,367,1,module_537
521,13,21,6,1,10,4,5,13,39,0.2874121272311493,0.48523768756698216,28,4.201655624528371,390,1,module_538
469,8,16,5,1,7,3,4,23,48,0.29557413523424136,0.6580547266426184,20,7.644722235420389,364,0,module_539
512,16,25,3,1,8,4,2,11,45,0.048420858565820034,0.8367119734321335,16,5.775318383689762,357,1,module_540
479,11,25,11,2,9,3,4,11,63,0.16827057643075505,0.9343279008503618,19,4.8595549565866705,348,1,module_541
456,8,24,7,1,5,1,5,16,57,0.16774464854708995,0.9793707205146045,19,8.324273696108524,369,0,module_542
484,12,16,6,3,7,3,4,18,42,0.135714207159784,0.5987067472209547,22,9.019324604722701,346,0,module_543
487,12,26,6,4,13,3,4,27,44,0.2774100474791987,0.9930237011379213,26,6.315279454424653,327,1,module_544
493,8,32,6,2,4,1,2,21,52,0.22621017273724808,0.5064689982058769,19,2.6659294547995547,352,0,module_545
506,9,14,6,2,9,3,2,14,55,0.22935808070458313,0.3048831546995421,16,5.196573001017801,358,1,module_546
513,8,30,5,2,9,2,3,12,55,0.08087082953080293,0.8373319307283442,23,5.539335959333208,354,0,module_547
520,16,18,8,2,7,0,5,15,46,0.1302959316604916,0.42490495397883904,27,4.889866213997735,384,1,module_548
499,9,23,6,1,9,0,1,15,45,0.14622710954263593,0.336718386686704,15,3.361886909788459,364,1,module_549
473,4,24,8,2,8,2,3,15,49,0.08967361236132494,0.946806245818389,24,5.250896269514691,380,0,module_550
508,6,20,13,2,6,4,5,15,36,0.028445332548617405,0.8542675813478908,26,5.018915368879207,375,0,module_551
504,9,18,4,2,7,2,1,31,48,0.03790776749166479,0.37186536107677937,11,2.885441715567448,371,0,module_552
488,7,18,1,5,8,4,3,15,60,0.054201338454276535,0.8438371066690331,22,9.130875871024585,379,0,module_553
463,13,20,4,2,12,1,6,10,57,0.061096000309484505,0.8907997881988974,21,8.968068557627213,401,1,module_554
435,13,18,2,3,2,3,1,12,45,0.07267854276316323,0.9337111656277997,21,7.836547856055308,378,0,module_555
493,12,22,7,0,8,3,3,15,49,0.07663800868904831,0.6805858472264519,22,4.608519198510532,357,1,module_556
504,9,17,4,2,6,0,4,15,49,0.13671490364626077,0.7923884493696671,23,4.33307717102922,401,0,module_557
521,8,23,5,2,5,1,1,20,53,0.15287195724781236,0.8335674952727077,20,7.448188396563681,362,0,module_558
475,8,22,8,1,6,4,7,12,49,0.09266376243790678,0.7820472546092747,24,6.47307311502762,393,0,module_559
509,7,22,6,2,8,3,4,16,60,0.27218892597621847,0.7527835342139155,24,6.405384915520821,352,0,module_560
451,9,21,5,1,12,1,1,13,47,0.16594191700168637,0.6832914769445185,19,2.11700374745371,345,1,module_561
514,6,12,2,2,7,1,8,9,57,0.236243078410022,0.6354368179368985,24,6.564554022659036,357,0,module_562
514,10,30,6,4,7,4,3,16,41,0.277271349726253,0.9972875136953814,22,9.116767100110291,383,0,module_563
489,10,19,5,3,5,3,2,11,53,0.04894053437274156,0.5362925462955095,15,1.7723482360339007,352,0,module_564
461,11,20,6,1,7,6,5,14,54,0.12836234511469036,0.36178813931118403,17,4.052541691637086,315,1,module_565
503,6,16,3,3,6,5,3,19,56,0.12996312051438264,0.8355258755025392,20,5.581128623023651,377,0,module_566
497,10,15,6,3,12,3,11,10,57,0.10634167513150625,0.44967706450864586,17,7.174085453483383,364,1,module_567
502,8,19,6,4,11,3,6,17,54,0.002671759965491982,0.6728853517330939,17,1.8067143660062608,358,1,module_568
462,13,16,4,3,3,2,3,12,45,0.2447916323334285,0.3670610616203995,23,8.855255739599599,390,1,module_569
483,9,22,7,1,12,2,3,18,48,0.03346779646617084,0.7334987025717534,23,1.364910583673363,391,1,module_570
529,13,19,4,2,2,1,6,18,42,0.29864417937652765,0.9608051827322555,25,8.719207001265183,360,0,module_571
477,11,21,0,2,10,0,2,17,51,0.23188754757335447,0.8058932988248704,23,1.2488658027872963,339,1,module_572
510,7,20,9,2,8,6,3,17,53,0.17400300528195434,0.4501743447586294,16,2.3817097389462014,351,0,module_573
503,11,29,1,3,5,1,7,16,57,0.046381925322479235,0.9797966317022024,14,8.202914444383062,340,0,module_574
479,10,11,6,2,10,4,4,18,51,0.1546178914179741,0.5149608517171838,23,8.741479934834004,364,0,module_575
459,6,16,4,0,7,4,7,11,54,0.07833262225734267,0.605630490543948,26,9.84039246357603,354,0,module_576
483,9,19,5,1,4,1,5,20,48,0.07569675736292084,0.6486819142609606,19,2.0414334550930766,366,1,module_577
529,3,18,6,1,13,5,2,9,52,0.2488587748147456,0.9935031203614308,23,5.738060044815685,352,0,module_578
516,12,20,8,1,12,2,3,13,41,0.11419332718783039,0.34822398050342823,12,1.694402438857215,372,1,module_579
490,7,22,4,1,8,4,5,10,51,0.13521714101724122,0.7877098061048989,15,2.4076686336746462,343,0,module_580
529,7,16,5,3,12,1,7,18,68,0.25288942133403547,0.5533516129849151,23,2.5704447211572696,338,1,module_581
496,9,23,10,0,4,3,5,13,58,0.026337187715652764,0.35482772337170754,26,1.5704942631317689,359,1,module_582
499,13,21,5,2,7,8,9,11,44,0.17838535592731486,0.9545221603429994,19,9.036818253355035,368,1,module_583
534,8,19,7,1,6,4,2,6,62,0.17346470441191134,0.7129008234001457,12,2.1371996621292384,379,0,module_584
485,13,21,6,2,12,0,5,15,43,0.12756437078000257,0.827462605312143,21,6.664067587110914,358,1,module_585
537,7,17,4,1,8,4,5,18,50,0.24893239242722787,0.4682698048998958,20,6.631723581068272,369,0,module_586
508,10,13,3,1,8,6,6,18,43,0.28286701840070777,0.8330786458405965,18,2.7878068482959097,348,0,module_587
516,14,23,5,1,9,2,0,15,56,0.13960075857408322,0.8799328080162516,14,9.98570135112203,354,1,module_588
514,9,20,4,2,9,4,5,13,46,0.1368441152995199,0.6015805780501333,25,4.126309958762977,350,1,module_589
477,13,19,4,2,3,1,3,12,45,0.15061911890122343,0.7003695309235758,25,9.145849338670551,383,0,module_590
527,10,22,5,2,5,1,3,19,58,0.21693720924991847,0.9803107744506883,15,9.534562590283706,388,0,module_591
483,16,16,2,2,6,2,3,14,48,0.2004180872096887,0.8927107491954311,22,9.540899328697268,372,1,module_592
496,16,18,7,1,8,2,6,14,57,0.06685048476206612,0.611395042747715,17,7.775538288415506,363,1,module_593
491,10,20,3,1,15,4,3,13,54,0.019168604579802993,0.765201701129092,17,3.2842450478078473,360,1,module_594
475,10,10,5,2,4,3,3,21,53,0.2847762389450368,0.8489620337617592,22,2.085898166292322,338,0,module_595
510,6,26,6,2,12,1,5,25,68,0.07832092792011128,0.31703017440477393,25,6.128964794387996,368,1,module_596
519,19,16,8,3,6,5,2,20,39,0.1915790054071775,0.7118561906376892,19,4.240352179873094,371,1,module_597
482,12,18,5,2,10,6,2,12,53,0.2485314008231167,0.9891700293888959,24,8.47935110637302,365,1,module_598
476,9,24,3,1,11,3,2,13,47,0.09008302516415588,0.963026454878432,13,7.704910473550764,402,0,module_599
489,12,11,3,2,3,3,3,20,52,0.1906300240970786,0.8827082763337111,15,3.4882146655607045,340,1,module_600
496,8,19,5,2,10,3,3,25,46,0.03237007234476747,0.3743498651914797,21,1.153137103207559,350,1,module_601
508,9,17,7,2,10,5,7,10,51,0.2909794333126982,0.9958290167613062,23,3.1358418305582076,338,1,module_602
475,13,26,5,2,6,2,4,12,59,0.01744748251518776,0.7266767071965644,16,6.104040258180398,411,1,module_603
511,9,24,5,2,2,3,3,15,36,0.1314524021522929,0.4560357746006433,17,1.710977249913347,351,0,module_604
526,5,21,10,1,7,4,3,21,52,0.16104577261800698,0.7719880827300216,18,6.924453397449534,372,0,module_605
505,9,14,2,0,4,3,4,12,50,0.2371445335990092,0.8995664934557768,31,7.045266562950698,383,0,module_606
479,11,17,6,1,14,3,4,10,47,0.03633855512172637,0.3786294325933451,24,2.5245453012389114,338,1,module_607
484,9,23,7,5,15,3,3,13,57,0.13224239215655295,0.9415067003025972,17,6.366864106768878,344,1,module_608
502,10,21,4,4,7,0,1,14,38,0.08991347086303571,0.9441429969932966,25,6.462742851651104,363,0,module_609
441,10,11,11,3,11,0,4,21,44,0.09360321470800201,0.30942508436192245,18,5.3018033171864865,346,1,module_610
497,18,19,5,2,7,3,0,18,41,0.23363637481957525,0.930223385164376,21,9.579212267759868,372,1,module_611
488,15,27,4,2,11,6,4,15,43,0.0016382835095499425,0.9627725427681093,21,1.9734686226864961,359,1,module_612
443,11,21,1,2,9,6,6,18,58,0.2247250924007899,0.32638425788624165,14,4.659631018326279,349,1,module_613
509,13,9,11,2,11,2,1,15,40,0.24311952903693185,0.5059164264556355,18,8.946286950278449,403,1,module_614
497,12,17,3,0,8,5,4,16,56,0.2704086731526207,0.5611752547712885,24,4.476826157136484,397,1,module_615
499,10,30,2,1,8,2,1,19,61,0.18806454096914504,0.5442233304464731,19,4.8217564810480145,344,0,module_616
472,9,25,7,1,12,3,5,13,41,0.10003659848167236,0.8313022660891323,21,7.014464923932574,364,1,module_617
487,15,20,5,0,3,0,3,16,46,0.1281704197646612,0.5506731214567069,15,6.990071946216236,356,1,module_618
479,14,28,1,4,11,2,5,16,51,0.29092082468622876,0.9696051669263195,21,1.2061176259488886,361,1,module_619
570,10,22,6,2,13,4,6,16,49,0.2643560479307557,0.9964948377133165,26,5.101276835016584,333,1,module_620
511,11,20,4,0,4,3,4,14,47,0.1390577727298326,0.5217732094943726,19,4.001606602285685,399,1,module_621
529,19,20,9,2,7,6,7,12,47,0.2829189021332767,0.6561605272445548,26,6.649257224321075,346,1,module_622
513,12,21,4,0,12,4,2,15,50,0.24688646262193767,0.6903940882100053,19,6.001320841257444,364,1,module_623
547,17,22,9,3,8,4,5,12,52,0.2703269584979384,0.7055819809769432,18,6.85775464402328,385,1,module_624
500,13,15,5,2,7,5,4,11,38,0.2048931703727763,0.5619462959367096,18,6.883906478554036,342,1,module_625
529,11,30,2,1,14,5,3,10,47,0.2572962130385985,0.41619545137118075,17,3.2938467517687027,371,1,module_626
512,12,19,8,1,8,0,4,13,46,0.2675298424002977,0.33819237921178935,8,3.218182881122664,372,1,module_627
480,16,21,2,3,6,4,6,14,62,0.027604975362201422,0.3744440659548825,18,4.332541555208379,372,1,module_628
493,11,19,7,3,8,2,5,13,41,0.28956509299819755,0.9309038663156888,23,3.177626144830246,373,1,module_629
467,8,32,9,3,9,3,4,16,50,0.10008392962921898,0.49626250463435495,20,7.145272700368002,369,0,module_630
529,9,18,3,0,6,5,1,19,49,0.13196985287500662,0.35377608824773116,21,6.425793777020131,378,0,module_631
504,6,16,3,0,5,2,4,11,56,0.23757112775784459,0.736470789681047,30,2.947483059778451,325,0,module_632
530,5,16,6,3,10,3,4,14,48,0.1994688916717493,0.35271500588289967,8,8.95694327919722,360,0,module_633
489,5,20,7,3,10,2,5,17,43,0.26791797373081716,0.34903705776831695,14,5.145963535640215,375,0,module_634
522,12,25,2,1,6,6,5,8,43,0.12017212523303164,0.735099354109855,18,2.143479009624997,342,1,module_635
521,6,25,9,4,13,1,6,17,45,0.11198644910284757,0.7139766709389714,22,2.9166902928242386,393,0,module_636
523,20,20,5,0,5,2,3,13,42,0.009506654862395903,0.3290341008649721,20,5.858655068173109,356,1,module_637
503,16,25,5,1,7,3,8,14,57,0.13881761300089743,0.6223344841058641,18,4.0458161481003545,390,1,module_638
488,3,16,3,3,6,4,5,9,55,0.21722123109873262,0.6050378155342242,21,8.660997429350214,353,0,module_639
493,11,24,6,2,19,1,5,17,44,0.09035361528786481,0.6826823907917885,12,5.452618666619531,402,1,module_640
493,8,18,6,2,5,2,3,21,55,0.13881795410215242,0.8164912973057512,26,9.237653203909634,384,0,module_641
482,11,21,4,1,11,2,3,13,49,0.06581933054558341,0.4979600332935359,16,1.9164383284451931,349,1,module_642
481,8,28,6,4,11,2,4,22,42,0.2318363417614382,0.6029461985086672,13,7.017338196952823,378,0,module_643
507,8,12,8,2,8,3,3,13,51,0.01815346840234413,0.8549198790526755,27,8.972063671174201,365,0,module_644
508,9,22,4,2,13,3,2,11,62,0.21161491650014946,0.9457894733223979,18,3.6363742800149828,346,1,module_645
492,7,19,6,1,4,0,3,16,45,0.11368200352349504,0.9239260811349146,19,2.2211883668375925,339,0,module_646
501,5,33,4,4,9,5,6,14,60,0.012478820816136238,0.6343416664658292,17,5.109802641803783,348,0,module_647
492,8,20,9,5,12,4,4,14,55,0.25604087618753574,0.6646060579014713,21,9.652008036948557,341,0,module_648
505,5,21,5,2,11,4,5,24,50,0.14631655895434956,0.6703738095065115,22,6.7011573295298845,352,0,module_649
507,13,14,7,2,6,0,8,19,50,0.1797956908848387,0.9081008987952393,21,6.795792739272154,376,1,module_650
523,10,18,2,0,3,3,2,14,57,0.21960920745733706,0.8879576548566006,17,7.043511290775298,371,0,module_651
554,8,21,4,3,6,4,8,15,45,0.19652232990035662,0.5180727699817416,23,1.357852380344118,365,1,module_652
478,10,24,4,2,5,2,6,11,57,0.21925706124438346,0.41399478259542466,13,5.010848211919532,358,1,module_653
510,11,18,7,5,8,1,7,15,49,0.2286845053733573,0.5652821930444711,24,1.6981480939753864,379,1,module_654
490,13,16,3,6,7,2,3,10,47,0.17674545916938325,0.5018844682745808,17,3.842729464347584,324,1,module_655
499,6,15,4,3,4,4,1,19,44,0.109691349272327,0.9655465073704366,24,8.394391219031897,342,0,module_656
485,9,15,3,3,5,3,7,15,50,0.07294264491490278,0.48614097560705605,16,6.906429547543263,372,0,module_657
522,12,23,3,3,11,2,3,11,54,0.2708709709958361,0.4268446772088549,23,9.960154288617836,412,1,module_658
487,12,18,2,2,16,2,3,13,54,0.2909774533914661,0.9296353437914509,17,2.5493898193540923,352,1,module_659
514,11,21,10,3,11,3,2,12,44,0.10729882652946267,0.36053502304924967,28,4.573488125668809,387,1,module_660
494,8,12,3,2,7,2,4,21,47,0.033693218721690066,0.4821862359985221,17,8.28676194690641,352,0,module_661
477,9,28,2,0,17,3,3,18,49,0.06676119813492938,0.6073778358004118,22,2.941224421540817,345,1,module_662
477,9,18,6,2,9,1,2,15,56,0.20120020379615686,0.7165751647117774,16,2.383496616962125,383,1,module_663
514,12,23,4,2,10,5,6,19,50,0.051880010987499225,0.5293710274613144,28,4.8485130129444345,350,1,module_664
504,12,22,6,2,10,1,4,12,50,0.23403668191829644,0.6473637978447035,28,4.453538411417513,381,1,module_665
522,12,20,2,2,7,3,2,16,61,0.27690907196241404,0.4391818305014245,19,9.821853468130165,352,0,module_666
551,14,19,4,1,14,3,2,20,57,0.28909545452365415,0.7019918841578398,22,5.106263761239857,365,1,module_667
523,10,18,9,2,10,2,7,7,37,0.002797651792467204,0.5854717657957615,19,8.748517087924782,347,0,module_668
481,9,23,10,5,7,2,3,13,47,0.28744624948632497,0.8944817810879151,29,8.991689673105007,351,0,module_669
507,8,14,5,1,10,3,7,12,56,0.22205832573888531,0.5910138933720566,15,2.4208454268496835,394,0,module_670
525,14,28,2,0,8,4,3,12,52,0.025215069679140677,0.6106707925174352,21,7.437743211236092,381,1,module_671
490,16,20,3,2,17,3,3,15,51,0.12457214063361793,0.7145224925396887,18,3.49846425290263,352,1,module_672
520,13,18,7,0,8,0,0,14,44,0.2100136423738527,0.386219002853859,20,1.8526507143636657,374,1,module_673
523,13,20,6,3,6,2,6,21,56,0.2870056477983148,0.40975662369439675,17,8.87234419991428,380,1,module_674
511,13,14,4,2,10,1,2,15,56,0.04924241808341777,0.8531664230590683,21,3.6318973686701628,368,1,module_675
508,8,29,2,3,4,1,2,16,53,0.0383199845780862,0.4913931453976829,21,4.108291031717291,386,0,module_676
505,13,16,7,4,9,3,5,15,49,0.14170411597856356,0.7792878502499192,25,3.91590132867406,350,1,module_677
516,14,13,6,1,9,2,4,17,39,0.29042966812154675,0.36819887898404147,30,2.802658806580329,369,1,module_678
480,8,16,7,1,11,2,5,10,57,0.29141376457740314,0.8752926622226092,30,4.9105304382576165,409,1,module_679
507,11,20,7,1,10,3,4,15,48,0.06837442231587279,0.99175967764327,15,4.854635387221958,362,1,module_680
481,12,14,3,2,11,2,7,14,61,0.09580414439143721,0.561583661645449,18,4.678764631400647,351,1,module_681
506,9,20,3,1,10,3,2,15,53,0.27240959569339634,0.6538710713404277,19,9.246679724409214,340,0,module_682
513,13,25,4,3,5,3,4,13,49,0.22045244725561924,0.6098983858878615,19,4.057764658262302,345,1,module_683
495,12,24,5,4,9,2,2,20,42,0.29169492859728546,0.9259314240473164,25,1.27341017509741,354,1,module_684
471,11,21,2,2,5,4,6,17,50,0.2679445089046663,0.3069538263878157,25,2.605933056166987,368,1,module_685
515,7,19,4,3,4,2,10,16,51,0.064528815094123,0.7574215248146852,22,7.493473689161264,378,0,module_686
485,6,22,7,1,10,3,2,13,62,0.227918057823805,0.756657790962473,27,6.3177274568306006,355,0,module_687
463,14,22,5,1,15,2,3,11,46,0.014569569468034982,0.5676695058085671,18,9.56561323367067,378,1,module_688
478,12,27,6,4,1,2,7,16,63,0.24534983362244217,0.45353354948191016,20,7.249915964717949,352,0,module_689
481,8,12,4,3,13,2,1,12,49,0.1804670287333824,0.467777876990525,17,2.748175060588402,357,1,module_690
458,7,20,9,1,10,3,11,14,50,0.2868302887909385,0.8603248848497238,17,2.0857979676457283,353,0,module_691
458,11,17,2,3,6,3,4,19,49,0.28800973664072355,0.3462721674624713,18,5.686837977830291,361,0,module_692
481,10,22,6,2,7,3,4,11,55,0.01524453270730658,0.6946769023920512,28,6.987364625281081,363,0,module_693
530,8,13,4,2,7,2,6,16,40,0.04815644566673035,0.5147884220847858,18,2.4907306417168273,415,0,module_694
502,18,17,3,4,8,3,4,12,34,0.14526211419560747,0.48567346872782424,22,6.415237093444464,352,1,module_695
489,15,16,6,2,11,1,3,12,53,0.26384805748384477,0.6540163658717251,23,8.785258155366918,344,1,module_696
504,11,16,7,2,10,4,5,14,42,0.2443335426888169,0.9285030543958368,15,7.548120352837399,362,0,module_697
498,4,14,8,4,6,4,5,17,49,0.2893110079055336,0.7326643433261315,23,6.977719727936268,381,0,module_698
504,11,21,9,4,7,2,7,16,43,0.18542523513340223,0.8520274394287264,20,8.103979490589321,379,1,module_699
476,15,18,5,2,8,1,5,13,51,0.07696905586848618,0.7204786454840166,15,1.9367443814835785,362,1,module_700
479,6,18,4,1,15,3,5,11,62,0.007531991851553199,0.7884010459109184,27,2.8344831023007497,376,1,module_701
465,8,15,3,1,10,3,6,10,44,0.06687794721616468,0.6026853541553069,19,1.3428954732321017,383,1,module_702
518,13,18,7,2,10,2,2,13,51,0.2025819593860874,0.9481871446457286,19,2.304801508840811,353,1,module_703
511,8,16,4,2,12,4,5,16,57,0.27788244700290393,0.6513573143074126,15,9.218641084025737,322,0,module_704
541,8,22,8,2,8,4,5,11,54,0.09627110019247943,0.6862422684587342,21,2.9993043512558177,346,0,module_705
493,12,21,8,2,10,2,5,25,49,0.2627112990867886,0.6674758522783947,9,6.958874947112767,387,1,module_706
502,11,22,1,2,11,4,5,14,55,0.11846947450234695,0.5213323141154429,22,7.224105242218405,358,1,module_707
501,12,26,5,2,5,3,5,11,45,0.09248137481056509,0.46186690491942994,26,6.807929134776293,335,1,module_708
464,12,23,4,2,7,1,3,17,58,0.15265327284174543,0.3516844748808885,16,5.98528943862277,362,1,module_709
471,8,18,3,2,13,4,3,10,49,0.13268204772288456,0.802722487401784,26,5.375173127021307,397,0,module_710
520,15,21,2,6,4,0,4,13,37,0.2741399605551054,0.5024926842192595,22,4.779287576027575,372,1,module_711
438,5,24,8,2,4,5,1,10,54,0.14047708422243796,0.572438574236925,19,9.252088269564563,366,0,module_712
484,12,22,8,1,7,1,6,10,46,0.08320061616692265,0.9439497139083488,29,1.0856292478943077,375,1,module_713
463,5,21,3,3,7,4,1,19,57,0.2527696732505711,0.6965131445883115,26,1.4814066342422378,351,0,module_714
503,12,22,4,1,9,2,1,15,50,0.29962485349787,0.36795464473275674,14,5.432612189523836,349,1,module_715
493,7,25,12,5,9,1,3,12,46,0.19445142575439717,0.8597283389766948,17,3.9745907362377375,406,0,module_716
506,10,21,3,2,5,5,4,15,41,0.07513841068090758,0.4792914193766188,17,4.674071917929278,397,0,module_717
538,10,18,3,1,11,3,2,12,47,0.07164452310395378,0.6868940898523277,33,9.980636676030471,369,0,module_718
469,10,19,4,2,11,2,3,13,46,0.017312008864577944,0.6569870324047934,12,7.9762122927659815,377,0,module_719
492,11,28,3,1,6,2,4,10,53,0.02318791155422546,0.46665518964631647,13,8.896671603894024,349,0,module_720
529,7,13,4,0,8,7,5,18,56,0.2744949285548287,0.3810397243562067,23,4.317171078210526,374,0,module_721
520,8,26,6,5,11,4,4,10,44,0.028946132114865162,0.4478831245464776,20,3.1560439600555914,406,1,module_722
462,9,13,4,3,7,2,4,11,58,0.14530315448303363,0.36813645969477593,17,7.911914214902015,347,0,module_723
476,11,16,3,1,7,0,5,16,63,0.20943653390795347,0.49293961326647084,16,8.268184848314014,362,0,module_724
490,8,24,8,4,8,2,6,18,52,0.2551064348320809,0.9981082575162252,11,5.949086013767689,402,0,module_725
509,9,25,2,0,11,1,4,14,52,0.05138128507611819,0.5814645856689677,23,9.063473631825739,359,0,module_726
471,12,21,3,2,3,2,2,11,47,0.13133360373760705,0.9047218739345071,26,9.705927311157932,397,0,module_727
539,6,18,7,0,8,3,5,17,40,0.07544405850413324,0.684424384490343,20,5.2391861058817915,369,0,module_728
507,6,19,3,4,13,3,5,17,51,0.0767469269899805,0.7666081555336131,19,3.00400001002659,376,0,module_729
476,12,28,7,4,10,3,3,13,53,0.09115179224600276,0.40944357882538934,16,5.654017963461824,364,1,module_730
493,10,15,5,2,15,4,3,14,45,0.17613486432554018,0.4923641071953828,28,9.905799013080731,344,1,module_731
491,11,29,2,2,6,1,3,9,53,0.004973241505676462,0.6573103961202478,18,3.6363417371477196,369,1,module_732
487,9,15,9,3,4,4,2,16,45,0.12262988589465837,0.9168004039587885,15,6.558393913595209,390,0,module_733
496,14,21,4,1,6,4,3,11,55,0.05604904056983777,0.3300216251194581,18,7.245852976629524,382,1,module_734
509,5,22,3,4,10,2,5,11,57,0.2901355525537904,0.6548439716960046,17,2.925359149107493,372,0,module_735
508,11,17,1,0,8,4,5,19,52,0.1748187477750931,0.33570854875590095,16,6.296132105399492,351,0,module_736
474,5,17,2,2,4,6,0,10,51,0.26042864064909677,0.6197758735144978,18,3.8305630537220385,364,0,module_737
520,5,25,6,0,5,6,4,16,42,0.058706996030883606,0.7402077115328458,29,8.68788648178068,376,0,module_738
